word	zipf_frequency	tokens
drzwi	5.02	['drzwi']
nazwa	5.02	['nazwa']
nieco	5.02	['nieco']
numer	5.02	['numer']
poniżej	5.02	['poniżej']
poważnie	5.02	['poważnie']
tekst	5.02	['tekst']
wokół	5.02	['wokół']
blisko	5.01	['blisko']
bóg	5.01	['bóg']
cóż	5.01	['cóż']
matka	5.01	['matka']
odpowiedź	5.01	['odpowiedź']
ponadto	5.01	['ponadto']
spotkanie	5.01	['spotkanie']
wpływ	5.01	['wpływ']
zatem	5.01	['zatem']
źródło	5.01	['źródło']
boga	5.00	['boga']
dziewczyna	5.00	['dziewczyna']
lubi	5.00	['lubi']
pewien	5.00	['pewien']
pięć	5.00	['pięć']
wkrótce	5.00	['wkrótce']
wszędzie	5.00	['wszędzie']
działalność	4.99	['działalność']
g	4.99	['g']
internet	4.99	['internet']
mały	4.99	['mały']
online	4.99	['online']
sporo	4.99	['sporo']
tv	4.99	['tv']
uda	4.99	['uda']
wiadomość	4.99	['wiadomość']
al	4.98	['al']
fajnie	4.98	['fajnie']
for	4.98	['for']
minister	4.98	['minister']
mln	4.98	['mln']
niczym	4.98	['niczym']
niemcy	4.98	['niemcy']
przeciw	4.98	['przeciw']
ruch	4.98	['ruch']
serce	4.98	['serce']
studia	4.98	['studia']
zazwyczaj	4.98	['zazwyczaj']
cześć	4.97	['cześć']
firma	4.97	['firma']
miesiąc	4.97	['miesiąc']
obraz	4.97	['obraz']
proces	4.97	['proces']
rozwój	4.97	['rozwój']
stąd	4.97	['stąd']
tytuł	4.97	['tytuł']
wina	4.97	['wina']
wreszcie	4.97	['wreszcie']
wziąć	4.97	['wziąć']
znaczenie	4.97	['znaczenie']
żaden	4.97	['żaden']
cokolwiek	4.96	['cokolwiek']
daleko	4.96	['daleko']
dodatkowo	4.96	['dodatkowo']
dostać	4.96	['dostać']
koło	4.96	['koło']
stary	4.96	['stary']
szczerze	4.96	['szczerze']
zacząć	4.96	['zacząć']
związek	4.96	['związek']
cel	4.95	['cel']
codziennie	4.95	['codziennie']
ilość	4.95	['ilość']
konto	4.95	['konto']
moment	4.95	['moment']
noc	4.95	['noc']
podobno	4.95	['podobno']
pory	4.95	['pory']
post	4.95	['post']
syn	4.95	['syn']
świetnie	4.95	['świetnie']
iii	4.94	['iii']
liście	4.94	['liście']
ogólnie	4.94	['ogólnie']
pomimo	4.94	['pomimo']
sąd	4.94	['sąd']
y	4.94	['y']
zdanie	4.94	['zdanie']
złe	4.94	['złe']
święta	4.94	['święta']
art	4.93	['art']
błąd	4.93	['błąd']
euro	4.93	['euro']
jesteście	4.93	['jesteście']
partia	4.93	['partia']
pracować	4.93	['pracować']
v	4.93	['v']
wybór	4.93	['wybór']
akurat	4.92	['akurat']
dał	4.92	['dał']
dopóki	4.92	['dopóki']
ministra	4.92	['ministra']
niemal	4.92	['niemal']
pisać	4.92	['pisać']
premier	4.92	['premier']
wojna	4.92	['wojna']
wolność	4.92	['wolność']
wsi	4.92	['wsi']
jedzenie	4.91	['jedzenie']
ku	4.91	['ku']
link	4.91	['link']
mała	4.91	['mała']
najczęściej	4.91	['najczęściej']
początek	4.91	['początek']
pokazać	4.91	['pokazać']
rynek	4.91	['rynek']
samochód	4.91	['samochód']
stanowisko	4.91	['stanowisko']
uwaga	4.91	['uwaga']
zrozumieć	4.91	['zrozumieć']
bezpośrednio	4.90	['bezpośrednio']
ds	4.90	['ds']
polityka	4.90	['polityka']
rodzaj	4.90	['rodzaj']
rozmowy	4.90	['rozmowy']
wersja	4.90	['wersja']
włosy	4.90	['włosy']
znany	4.90	['znany']
duży	4.89	['duży']
faktycznie	4.89	['faktycznie']
muzeum	4.89	['muzeum']
szef	4.89	['szef']
tymczasem	4.89	['tymczasem']
witam	4.89	['witam']
f	4.88	['f']
gówno	4.88	['gówno']
jedyne	4.88	['jedyne']
lepszy	4.88	['lepszy']
muzyka	4.88	['muzyka']
piątek	4.88	['piątek']
reszta	4.88	['reszta']
rzeczywiście	4.88	['rzeczywiście']
spoko	4.88	['spoko']
stara	4.88	['stara']
strasznie	4.88	['strasznie']
sukces	4.88	['sukces']
trwa	4.88	['trwa']
ue	4.88	['ue']
wg	4.88	['wg']
wieczorem	4.88	['wieczorem']
wyjść	4.88	['wyjść']
zadanie	4.88	['zadanie']
brat	4.87	['brat']
los	4.87	['los']
me	4.87	['me']
mm	4.87	['mm']
myśl	4.87	['myśl']
mężczyzna	4.87	['mężczyzna']
przypadek	4.87	['przypadek']
rp	4.87	['rp']
wówczas	4.87	['wówczas']
akcja	4.86	['akcja']
ciało	4.86	['ciało']
czytać	4.86	['czytać']
jedyny	4.86	['jedyny']
komentarz	4.86	['komentarz']
mecz	4.86	['mecz']
niedługo	4.86	['niedługo']
niemiec	4.86	['niemiec']
opis	4.86	['opis']
osobiście	4.86	['osobiście']
powoli	4.86	['powoli']
przyszłość	4.86	['przyszłość']
wynik	4.86	['wynik']
wzrost	4.86	['wzrost']
władze	4.86	['władze']
zły	4.86	['zły']
byłby	4.85	['byłby']
ból	4.85	['ból']
chętnie	4.85	['chętnie']
dam	4.85	['dam']
itd	4.85	['itd']
niedawno	4.85	['niedawno']
ostatecznie	4.85	['ostatecznie']
plus	4.85	['plus']
premiera	4.85	['premiera']
profil	4.85	['profil']
punkt	4.85	['punkt']
sprawdzić	4.85	['sprawdzić']
wolno	4.85	['wolno']
atak	4.84	['atak']
bycie	4.84	['bycie']
facet	4.84	['facet']
inna	4.84	['inna']
kiedykolwiek	4.84	['kiedykolwiek']
kod	4.84	['kod']
kontakt	4.84	['kontakt']
liceum	4.84	['liceum']
list	4.84	['list']
min	4.84	['min']
niewiele	4.84	['niewiele']
pokój	4.84	['pokój']
prezes	4.84	['prezes']
póki	4.84	['póki']
stare	4.84	['stare']
warunki	4.84	['warunki']
gorzej	4.83	['gorzej']
książka	4.83	['książka']
miast	4.83	['miast']
napisać	4.83	['napisać']
potrzeba	4.83	['potrzeba']
powodzenia	4.83	['powodzenia']
powód	4.83	['powód']
sezon	4.83	['sezon']
stała	4.83	['stała']
tata	4.83	['tata']
tuż	4.83	['tuż']
tłumaczenie	4.83	['tłumaczenie']
woli	4.83	['woli']
zmiana	4.83	['zmiana']
znak	4.83	['znak']
chuj	4.82	['chuj']
cos	4.82	['cos']
dosyć	4.82	['dosyć']
ha	4.82	['ha']
miło	4.82	['miło']
poznać	4.82	['poznać']
rozwiązanie	4.82	['rozwiązanie']
syna	4.82	['syna']
walczyć	4.82	['walczyć']
woda	4.82	['woda']
zdrowie	4.82	['zdrowie']
byś	4.81	['byś']
dyrektor	4.81	['dyrektor']
gimnazjum	4.81	['gimnazjum']
praktycznie	4.81	['praktycznie']
prawdziwy	4.81	['prawdziwy']
zapewne	4.81	['zapewne']
forum	4.80	['forum']
krok	4.80	['krok']
mnóstwo	4.80	['mnóstwo']
myśleć	4.80	['myśleć']
natychmiast	4.80	['natychmiast']
normalnie	4.80	['normalnie']
ono	4.80	['ono']
równie	4.80	['równie']
specjalnie	4.80	['specjalnie']
uczyć	4.80	['uczyć']
ustawa	4.80	['ustawa']
weekend	4.80	['weekend']
wręcz	4.80	['wręcz']
wsparcie	4.80	['wsparcie']
żona	4.80	['żona']
boli	4.79	['boli']
broń	4.79	['broń']
chłopak	4.79	['chłopak']
głupi	4.79	['głupi']
kolejna	4.79	['kolejna']
oficjalnie	4.79	['oficjalnie']
przykro	4.79	['przykro']
san	4.79	['san']
szukać	4.79	['szukać']
czarny	4.78	['czarny']
decyzja	4.78	['decyzja']
grać	4.78	['grać']
jan	4.78	['jan']
jezu	4.78	['jezu']
kraków	4.78	['kraków']
moc	4.78	['moc']
młody	4.78	['młody']
nazwisko	4.78	['nazwisko']
oglądać	4.78	['oglądać']
wiek	4.78	['wiek']
wolny	4.78	['wolny']
zachód	4.78	['zachód']
ładnie	4.78	['ładnie']
środki	4.78	['środki']
andrzej	4.77	['andrzej']
angielski	4.77	['angielski']
charakter	4.77	['charakter']
czekać	4.77	['czekać']
główny	4.77	['główny']
kwestia	4.77	['kwestia']
model	4.77	['model']
obie	4.77	['obie']
piękny	4.77	['piękny']
skład	4.77	['skład']
wybrać	4.77	['wybrać']
efekt	4.76	['efekt']
lekko	4.76	['lekko']
lista	4.76	['lista']
nauczyć	4.76	['nauczyć']
powyżej	4.76	['powyżej']
radio	4.76	['radio']
rzadko	4.76	['rzadko']
siedem	4.76	['siedem']
spotkać	4.76	['spotkać']
społeczeństwo	4.76	['społeczeństwo']
sześć	4.76	['sześć']
układ	4.76	['układ']
walka	4.76	['walka']
wspólnie	4.76	['wspólnie']
zachowanie	4.76	['zachowanie']
zewnątrz	4.76	['zewnątrz']
budynek	4.75	['budynek']
będąc	4.75	['będąc']
czasy	4.75	['czasy']
dowód	4.75	['dowód']
lekarz	4.75	['lekarz']
najwięcej	4.75	['najwięcej']
niezależnie	4.75	['niezależnie']
patrzeć	4.75	['patrzeć']
pięknie	4.75	['pięknie']
przeczytać	4.75	['przeczytać']
serial	4.75	['serial']
spać	4.75	['spać']
widok	4.75	['widok']
świetny	4.75	['świetny']
córka	4.74	['córka']
dodać	4.74	['dodać']
kości	4.74	['kości']
mieszkanie	4.74	['mieszkanie']
poczucie	4.74	['poczucie']
poparcie	4.74	['poparcie']
rosja	4.74	['rosja']
szansa	4.74	['szansa']
słońce	4.74	['słońce']
wartość	4.74	['wartość']
wyraźnie	4.74	['wyraźnie']
wywiad	4.74	['wywiad']
żywo	4.74	['żywo']
aktualnie	4.73	['aktualnie']
bank	4.73	['bank']
biały	4.73	['biały']
kochanie	4.73	['kochanie']
król	4.73	['król']
materiał	4.73	['materiał']
mowa	4.73	['mowa']
mąż	4.73	['mąż']
nigdzie	4.73	['nigdzie']
odcinek	4.73	['odcinek']
ode	4.73	['ode']
organizacja	4.73	['organizacja']
poniedziałek	4.73	['poniedziałek']
postać	4.73	['postać']
samolot	4.73	['samolot']
styl	4.73	['styl']
typ	4.73	['typ']
własny	4.73	['własny']
zabić	4.73	['zabić']
zaledwie	4.73	['zaledwie']
byłeś	4.72	['byłeś']
dosłownie	4.72	['dosłownie']
działanie	4.72	['działanie']
jeść	4.72	['jeść']
krew	4.72	['krew']
marek	4.72	['marek']
nowo	4.72	['nowo']
paweł	4.72	['paweł']
powrót	4.72	['powrót']
procent	4.72	['procent']
przejść	4.72	['przejść']
przyznać	4.72	['przyznać']
rada	4.72	['rada']
rozmawiać	4.72	['rozmawiać']
siostra	4.72	['siostra']
teren	4.72	['teren']
twitter	4.72	['twitter']
wejść	4.72	['wejść']
wideo	4.72	['wideo']
wniosek	4.72	['wniosek']
wojska	4.72	['wojska']
wrócić	4.72	['wrócić']
wypadek	4.72	['wypadek']
światła	4.72	['światła']
chodzić	4.71	['chodzić']
jednakże	4.71	['jednakże']
kolor	4.71	['kolor']
koszty	4.71	['koszty']
ks	4.71	['ks']
park	4.71	['park']
podróż	4.71	['podróż']
powstanie	4.71	['powstanie']
słuchać	4.71	['słuchać']
tom	4.71	['tom']
uczucie	4.71	['uczucie']
używać	4.71	['używać']
zero	4.71	['zero']
cena	4.70	['cena']
cicho	4.70	['cicho']
członek	4.70	['członek']
długi	4.70	['długi']
jana	4.70	['jana']
klasa	4.70	['klasa']
liczyć	4.70	['liczyć']
nauczyciel	4.70	['nauczyciel']
pamięć	4.70	['pamięć']
pies	4.70	['pies']
ryzyko	4.70	['ryzyko']
seks	4.70	['seks']
sens	4.70	['sens']
spośród	4.70	['spośród']
wysokość	4.70	['wysokość']
zakaz	4.70	['zakaz']
światło	4.70	['światło']
biuro	4.69	['biuro']
bowiem	4.69	['bowiem']
doskonale	4.69	['doskonale']
działać	4.69	['działać']
el	4.69	['el']
jakość	4.69	['jakość']
jezus	4.69	['jezus']
klub	4.69	['klub']
konkurs	4.69	['konkurs']
le	4.69	['le']
papież	4.69	['papież']
połowa	4.69	['połowa']
prowadzić	4.69	['prowadzić']
ps	4.69	['ps']
urząd	4.69	['urząd']
wewnątrz	4.69	['wewnątrz']
wolne	4.69	['wolne']
brać	4.68	['brać']
czuć	4.68	['czuć']
halo	4.68	['halo']
karty	4.68	['karty']
koncert	4.68	['koncert']
kultura	4.68	['kultura']
oh	4.68	['oh']
oko	4.68	['oko']
piotr	4.68	['piotr']
późno	4.68	['późno']
raport	4.68	['raport']
różnica	4.68	['różnica']
spokój	4.68	['spokój']
trzeci	4.68	['trzeci']
wyglądać	4.68	['wyglądać']
znać	4.68	['znać']
dziennie	4.67	['dziennie']
gość	4.67	['gość']
jechać	4.67	['jechać']
kolega	4.67	['kolega']
komisja	4.67	['komisja']
móc	4.67	['móc']
obejrzeć	4.67	['obejrzeć']
portal	4.67	['portal']
wierzyć	4.67	['wierzyć']
wystarczająco	4.67	['wystarczająco']
zresztą	4.67	['zresztą']
żart	4.67	['żart']
album	4.66	['album']
bezpieczeństwo	4.66	['bezpieczeństwo']
chwila	4.66	['chwila']
dobranoc	4.66	['dobranoc']
gazeta	4.66	['gazeta']
kompletnie	4.66	['kompletnie']
narodowy	4.66	['narodowy']
nauka	4.66	['nauka']
pamiętać	4.66	['pamiętać']
pyta	4.66	['pyta']
siedzieć	4.66	['siedzieć']
status	4.66	['status']
stały	4.66	['stały']
strach	4.66	['strach']
tj	4.66	['tj']
łódź	4.66	['łódź']
łącznie	4.66	['łącznie']
adres	4.65	['adres']
czarne	4.65	['czarne']
darmo	4.65	['darmo']
doświadczenie	4.65	['doświadczenie']
ej	4.65	['ej']
komu	4.65	['komu']
lgbt	4.65	['lgbt']
niemiecki	4.65	['niemiecki']
osiem	4.65	['osiem']
otwarcie	4.65	['otwarcie']
podejście	4.65	['podejście']
profesor	4.65	['profesor']
prosto	4.65	['prosto']
sztuka	4.65	['sztuka']
terytorium	4.65	['terytorium']
tvp	4.65	['tvp']
wakacje	4.65	['wakacje']
widzieć	4.65	['widzieć']
wieczór	4.65	['wieczór']
wrocław	4.65	['wrocław']
youtube	4.65	['youtube']
zajęcia	4.65	['zajęcia']
anna	4.64	['anna']
dziennikarz	4.64	['dziennikarz']
długość	4.64	['długość']
idealny	4.64	['idealny']
informacja	4.64	['informacja']
metody	4.64	['metody']
niezwykle	4.64	['niezwykle']
odpowiednio	4.64	['odpowiednio']
prezent	4.64	['prezent']
przestać	4.64	['przestać']
pójść	4.64	['pójść']
raka	4.64	['raka']
red	4.64	['red']
rosyjski	4.64	['rosyjski']
show	4.64	['show']
sport	4.64	['sport']
sto	4.64	['sto']
sędzia	4.64	['sędzia']
termin	4.64	['termin']
